Type,pi,Machine,Part,Card_ID,User_ID,Time,Date
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:52,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:45:56,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:04,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:08,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:12,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:19,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:32,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:35,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:40,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:46,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:50,2021-03-13
SHOT,counter01,102,4002345A,294138555920,Test3,13:46:53,2021-03-13
